StoreID,Date,City,State,Latitude,Longitude,Sales,Customers,ExistingStore,DemandScore
2416,2025-04-06,Delhi,Delhi,28.572256,77.272665,205672,248,Yes,86
2417,2025-05-14,Kolkata,West Bengal,22.598081,88.327894,125376,73,Yes,47
2418,2025-11-02,Ahmedabad,Gujarat,22.962129,72.514094,187360,234,Yes,44
2419,2025-07-05,Ahmedabad,Gujarat,23.088535,72.524676,102780,552,Yes,66
2420,2025-09-07,Hyderabad,Telangana,17.458475,78.41891,410362,479,No,96
2421,2025-11-21,Delhi,Delhi,28.679228,77.258368,144270,355,Yes,97
2422,2025-12-04,Chennai,Tamil Nadu,13.093467,80.287765,66489,170,No,62
2423,2025-11-11,Ahmedabad,Gujarat,23.038499,72.492202,323546,310,Yes,52
2424,2025-01-16,Lucknow,Uttar Pradesh,26.852453,80.949079,448962,206,Yes,95
2425,2025-02-28,Delhi,Delhi,28.677672,77.13372,122647,275,Yes,86
2426,2025-05-18,Chennai,Tamil Nadu,13.046487,80.222578,98218,406,No,69
2427,2025-08-12,Ahmedabad,Gujarat,23.024525,72.555391,151216,306,Yes,52
2428,2025-07-21,Pune,Maharashtra,18.456863,73.903605,358060,369,Yes,90
2429,2025-09-07,Mumbai,Maharashtra,19.065355,72.869085,362648,328,No,79
2430,2025-11-07,Hyderabad,Telangana,17.366287,78.438655,235029,432,Yes,68
2431,2025-01-18,Chennai,Tamil Nadu,13.155996,80.23119,264857,350,No,65
2432,2025-02-28,Bengaluru,Karnataka,12.920385,77.566229,464657,240,No,55
2433,2025-04-21,Hyderabad,Telangana,17.410113,78.466214,458690,371,Yes,40
2434,2025-12-19,Delhi,Delhi,28.535644,77.181619,293991,379,Yes,75
2435,2025-07-17,Hyderabad,Telangana,17.350378,78.440648,164013,155,No,85
2436,2025-12-10,Lucknow,Uttar Pradesh,26.778672,81.009026,271118,495,No,92
2437,2025-04-12,Delhi,Delhi,28.56544,77.257436,311436,97,No,66
2438,2025-03-05,Hyderabad,Telangana,17.377446,78.502929,359943,442,Yes,76
2439,2025-05-26,Bengaluru,Karnataka,12.894454,77.639929,351863,54,No,58
2440,2025-07-26,Chennai,Tamil Nadu,13.008621,80.276055,326569,90,No,81
2441,2025-02-05,Bengaluru,Karnataka,12.966783,77.647376,267620,358,No,60
2442,2025-07-24,Delhi,Delhi,28.546663,77.252938,308903,98,No,59
2443,2025-09-10,Ahmedabad,Gujarat,23.078288,72.646144,113655,432,Yes,41
2444,2025-01-25,Mumbai,Maharashtra,19.128073,72.819898,219271,496,Yes,50
2445,2025-04-08,Hyderabad,Telangana,17.420857,78.536665,477896,600,Yes,99
2446,2025-05-13,Bengaluru,Karnataka,13.032931,77.521492,75167,361,Yes,56
2447,2025-12-19,Delhi,Delhi,28.63194,77.258998,191511,224,Yes,77
2448,2025-03-03,Ahmedabad,Gujarat,22.962706,72.629303,444807,473,No,82
2449,2025-09-25,Hyderabad,Telangana,17.389414,78.499162,396695,551,No,60
2450,2025-04-26,Ahmedabad,Gujarat,22.957188,72.613992,422968,134,No,75
2451,2025-12-04,Mumbai,Maharashtra,19.099541,72.934638,414361,129,Yes,71
2452,2025-04-19,Bengaluru,Karnataka,12.8937,77.549182,479135,444,Yes,71
2453,2025-06-24,Hyderabad,Telangana,17.338386,78.501184,326637,576,No,88
2454,2025-12-29,Pune,Maharashtra,18.513044,73.80134,314509,158,Yes,54
2455,2025-07-17,Delhi,Delhi,28.68991,77.267857,319203,257,No,52
2456,2025-05-23,Hyderabad,Telangana,17.372695,78.516503,352641,154,Yes,69
2457,2025-02-26,Hyderabad,Telangana,17.34349,78.549756,148057,323,Yes,70
2458,2025-08-20,Jaipur,Rajasthan,26.888713,75.726232,338517,136,No,67
2459,2025-03-19,Mumbai,Maharashtra,19.059508,72.866636,224975,104,No,57
2460,2025-02-20,Delhi,Delhi,28.541762,77.190204,271558,248,No,52
2461,2025-04-01,Kolkata,West Bengal,22.587648,88.36863,308797,581,No,46
2462,2025-11-27,Bengaluru,Karnataka,12.931431,77.532373,110391,104,Yes,76
2463,2025-05-03,Pune,Maharashtra,18.450936,73.792865,168732,464,No,65
2464,2025-04-23,Hyderabad,Telangana,17.422428,78.547424,190649,557,Yes,50
2465,2025-06-27,Mumbai,Maharashtra,19.097904,72.910637,200983,53,Yes,51
2466,2025-12-25,Jaipur,Rajasthan,26.931939,75.825555,496989,294,Yes,60
2467,2025-03-27,Hyderabad,Telangana,17.334975,78.550679,124361,63,No,67
2468,2025-01-11,Delhi,Delhi,28.562302,77.171213,90358,224,Yes,78
2469,2025-08-31,Delhi,Delhi,28.627205,77.207129,179766,533,Yes,42
2470,2025-10-18,Bengaluru,Karnataka,13.000407,77.561105,169688,587,Yes,88
2471,2025-02-18,Chennai,Tamil Nadu,13.018699,80.319323,225991,513,No,87
2472,2025-10-07,Delhi,Delhi,28.575074,77.206839,240992,519,Yes,92
2473,2025-06-04,Delhi,Delhi,28.647525,77.27162,456074,545,Yes,57
2474,2025-11-24,Jaipur,Rajasthan,26.835716,75.863882,498929,275,Yes,62
2475,2025-01-16,Ahmedabad,Gujarat,22.981599,72.609962,275821,418,Yes,87
2476,2025-04-10,Hyderabad,Telangana,17.452304,78.467145,106587,330,No,96
2477,2025-03-31,Jaipur,Rajasthan,26.874849,75.815951,223641,450,No,100
2478,2025-06-08,Pune,Maharashtra,18.470892,73.869423,417964,401,Yes,67
2479,2025-10-18,Ahmedabad,Gujarat,23.097404,72.618174,201209,162,Yes,71
2480,2025-08-27,Chennai,Tamil Nadu,13.111648,80.27441,201929,216,No,71
2481,2025-02-03,Pune,Maharashtra,18.568366,73.779195,71471,272,No,92
2482,2025-03-05,Lucknow,Uttar Pradesh,26.775211,80.915131,275613,410,Yes,43
2483,2025-03-12,Pune,Maharashtra,18.496435,73.822022,313189,208,Yes,85
2484,2025-03-15,Pune,Maharashtra,18.599746,73.808176,356826,132,No,54
2485,2025-08-31,Bengaluru,Karnataka,13.04087,77.554397,405729,445,No,65
2486,2025-05-14,Hyderabad,Telangana,17.452231,78.502226,140860,496,No,91
2487,2025-03-13,Lucknow,Uttar Pradesh,26.876031,80.898121,121141,476,Yes,59
2488,2025-02-13,Pune,Maharashtra,18.487973,73.925039,291777,237,No,90
2489,2025-02-19,Kolkata,West Bengal,22.514778,88.354604,214238,565,No,69
2490,2025-08-07,Delhi,Delhi,28.608548,77.282832,291845,78,Yes,89
2491,2025-02-15,Kolkata,West Bengal,22.613537,88.382333,208539,298,No,48
2492,2025-10-06,Lucknow,Uttar Pradesh,26.910686,81.006649,78068,452,Yes,65
2493,2025-08-25,Bengaluru,Karnataka,13.020797,77.654586,291288,105,Yes,43
2494,2025-11-29,Pune,Maharashtra,18.457528,73.871794,480933,347,No,84
2495,2025-02-01,Delhi,Delhi,28.553331,77.222539,317817,104,Yes,73
2496,2025-10-15,Chennai,Tamil Nadu,13.121168,80.269949,167201,208,No,80
2497,2025-01-04,Pune,Maharashtra,18.569299,73.876486,155224,167,Yes,40
2498,2025-11-06,Chennai,Tamil Nadu,13.143484,80.273872,179607,259,Yes,70
2499,2025-09-16,Bengaluru,Karnataka,12.962611,77.523505,113864,357,No,70
2500,2025-05-01,Chennai,Tamil Nadu,13.137375,80.278175,480800,499,Yes,67
2501,2025-11-22,Chennai,Tamil Nadu,13.006165,80.21337,440384,296,Yes,72
2502,2025-04-13,Jaipur,Rajasthan,26.908585,75.753706,399980,152,No,63
2503,2025-07-20,Pune,Maharashtra,18.502131,73.904677,293250,476,No,49
2504,2025-05-26,Bengaluru,Karnataka,12.964733,77.604873,55777,360,Yes,81
2505,2025-08-16,Lucknow,Uttar Pradesh,26.773521,81.011329,123035,529,No,57
2506,2025-03-23,Bengaluru,Karnataka,12.94884,77.651534,313824,265,No,97
2507,2025-07-19,Jaipur,Rajasthan,26.914487,75.73522,129378,410,No,69
2508,2025-05-23,Chennai,Tamil Nadu,13.128294,80.296051,256532,119,No,64
2509,2025-11-07,Ahmedabad,Gujarat,23.047935,72.583566,315803,588,No,48
2510,2025-10-29,Delhi,Delhi,28.686731,77.184695,373734,463,Yes,42
2511,2025-03-23,Bengaluru,Karnataka,12.928673,77.621042,311847,537,No,88
2512,2025-05-02,Mumbai,Maharashtra,19.012869,72.938621,431767,443,No,99
2513,2025-02-01,Hyderabad,Telangana,17.402905,78.425016,493968,124,No,88
2514,2025-11-07,Delhi,Delhi,28.634907,77.133714,141261,378,Yes,84
2515,2025-07-13,Ahmedabad,Gujarat,22.963815,72.593383,341749,254,Yes,56
2516,2025-08-13,Ahmedabad,Gujarat,23.051116,72.527479,439102,215,No,92
2517,2025-04-09,Jaipur,Rajasthan,26.846163,75.711179,400569,148,Yes,42
2518,2025-01-03,Chennai,Tamil Nadu,13.06023,80.255984,336565,123,No,51
2519,2025-09-12,Jaipur,Rajasthan,26.862822,75.740496,483888,535,No,62
2520,2025-10-14,Lucknow,Uttar Pradesh,26.903247,80.994455,280098,487,No,95
2521,2025-10-19,Hyderabad,Telangana,17.317503,78.531882,206356,153,Yes,71
2522,2025-01-27,Mumbai,Maharashtra,19.092238,72.850647,167451,346,No,64
2523,2025-02-04,Delhi,Delhi,28.673491,77.154258,201031,126,Yes,94
2524,2025-11-09,Jaipur,Rajasthan,26.912408,75.771175,79699,163,No,99
2525,2025-12-01,Pune,Maharashtra,18.445196,73.830787,186776,255,No,96
2526,2025-03-13,Bengaluru,Karnataka,12.924277,77.645282,222810,113,Yes,71
2527,2025-10-16,Hyderabad,Telangana,17.449692,78.519195,451381,86,No,44
2528,2025-11-03,Kolkata,West Bengal,22.610886,88.432598,339105,540,Yes,57
2529,2025-02-23,Bengaluru,Karnataka,12.897296,77.595817,390963,408,No,70
2530,2025-04-27,Pune,Maharashtra,18.443831,73.785557,455596,250,No,83
2531,2025-10-10,Bengaluru,Karnataka,12.968748,77.57654,247776,178,No,84
2532,2025-10-09,Kolkata,West Bengal,22.514643,88.353972,372779,426,No,52
2533,2025-08-12,Delhi,Delhi,28.680791,77.167107,98229,60,Yes,66
2534,2025-10-18,Jaipur,Rajasthan,26.839725,75.835583,427396,305,Yes,44
2535,2025-03-06,Bengaluru,Karnataka,12.961769,77.559815,214692,408,Yes,58
2536,2025-11-07,Chennai,Tamil Nadu,13.066351,80.295913,394242,128,Yes,56
2537,2025-04-16,Jaipur,Rajasthan,26.911589,75.824935,237148,275,No,85
2538,2025-07-07,Pune,Maharashtra,18.565233,73.823529,392697,300,No,60
2539,2025-09-15,Jaipur,Rajasthan,26.849101,75.762762,265395,547,No,45
2540,2025-03-12,Mumbai,Maharashtra,19.130628,72.881059,209875,265,Yes,63
2541,2025-01-19,Chennai,Tamil Nadu,13.159166,80.302435,390739,514,Yes,41
2542,2025-01-18,Ahmedabad,Gujarat,22.985748,72.585518,207502,136,Yes,57
2543,2025-07-16,Lucknow,Uttar Pradesh,26.845957,81.004244,251674,504,Yes,54
2544,2025-07-14,Mumbai,Maharashtra,19.025508,72.866674,77399,362,Yes,74
2545,2025-01-14,Delhi,Delhi,28.679509,77.249716,226275,318,Yes,88
2546,2025-06-24,Bengaluru,Karnataka,13.007726,77.614045,274158,108,Yes,75
2547,2025-12-14,Kolkata,West Bengal,22.538587,88.442443,330368,524,No,76
2548,2025-09-23,Lucknow,Uttar Pradesh,26.808316,81.019849,295016,293,Yes,98
2549,2025-05-24,Bengaluru,Karnataka,13.019534,77.666755,94845,305,No,61
2550,2025-07-22,Lucknow,Uttar Pradesh,26.772877,80.910083,190901,306,Yes,47
2551,2025-10-19,Pune,Maharashtra,18.546124,73.91046,494382,233,No,69
2552,2025-08-14,Bengaluru,Karnataka,12.893019,77.520521,238074,541,Yes,66
2553,2025-10-24,Bengaluru,Karnataka,13.041813,77.558831,369987,371,Yes,68
2554,2025-05-13,Chennai,Tamil Nadu,13.125256,80.234883,309485,180,Yes,80
2555,2025-03-17,Chennai,Tamil Nadu,13.142098,80.295657,171987,167,Yes,51
2556,2025-08-14,Jaipur,Rajasthan,26.925183,75.714013,426102,283,Yes,100
2557,2025-05-12,Pune,Maharashtra,18.442979,73.911889,495334,411,Yes,78
2558,2025-06-29,Mumbai,Maharashtra,19.013466,72.87881,109340,573,Yes,55
2559,2025-06-16,Mumbai,Maharashtra,19.087259,72.930362,407048,475,Yes,81
2560,2025-05-25,Kolkata,West Bengal,22.515493,88.336146,463225,418,No,66
2561,2025-08-29,Delhi,Delhi,28.684697,77.17605,66335,214,No,42
2562,2025-03-18,Pune,Maharashtra,18.5863,73.780786,369311,266,No,72
2563,2025-10-25,Jaipur,Rajasthan,26.946454,75.85769,248621,83,Yes,64
2564,2025-02-09,Hyderabad,Telangana,17.45838,78.565471,346433,565,No,74
2565,2025-09-28,Hyderabad,Telangana,17.432713,78.503836,395609,587,No,60
2566,2025-04-10,Pune,Maharashtra,18.574161,73.82359,177941,386,Yes,91
2567,2025-04-29,Delhi,Delhi,28.606831,77.24871,110511,296,No,86
2568,2025-07-05,Kolkata,West Bengal,22.50535,88.373573,90078,420,No,78
2569,2025-08-18,Mumbai,Maharashtra,19.121809,72.834462,484016,178,Yes,89
2570,2025-12-12,Kolkata,West Bengal,22.586161,88.306002,186461,343,No,60
2571,2025-02-11,Hyderabad,Telangana,17.37036,78.487504,127803,556,Yes,97
2572,2025-08-21,Chennai,Tamil Nadu,13.005182,80.210026,188084,531,Yes,48
2573,2025-08-09,Bengaluru,Karnataka,12.895429,77.54131,88280,185,No,97
2574,2025-07-01,Kolkata,West Bengal,22.512992,88.395409,176581,350,Yes,61
2575,2025-10-30,Delhi,Delhi,28.631301,77.146243,428630,96,Yes,87
2576,2025-08-18,Delhi,Delhi,28.679608,77.229933,438338,496,No,88
2577,2025-12-25,Ahmedabad,Gujarat,22.964037,72.520752,451581,571,Yes,49
2578,2025-10-31,Bengaluru,Karnataka,12.986488,77.622425,287778,438,No,68
2579,2025-09-18,Chennai,Tamil Nadu,13.118305,80.235388,455277,149,Yes,59
2580,2025-06-24,Ahmedabad,Gujarat,22.950226,72.574228,325352,570,No,58
2581,2025-07-16,Delhi,Delhi,28.584873,77.157547,125076,92,Yes,67
2582,2025-05-23,Jaipur,Rajasthan,26.924422,75.805776,102149,405,No,50
2583,2025-05-28,Hyderabad,Telangana,17.348816,78.476927,138772,345,No,78
2584,2025-04-29,Hyderabad,Telangana,17.411629,78.429261,158445,570,Yes,41
2585,2025-01-21,Lucknow,Uttar Pradesh,26.920277,80.952573,468901,249,Yes,71
2586,2025-07-09,Bengaluru,Karnataka,12.924103,77.665289,349455,486,No,73
2587,2025-08-21,Chennai,Tamil Nadu,13.049891,80.208238,420316,172,No,96
2588,2025-09-10,Kolkata,West Bengal,22.534689,88.42222,195989,169,No,91
2589,2025-04-24,Hyderabad,Telangana,17.421378,78.459039,315845,393,No,69
2590,2025-12-11,Jaipur,Rajasthan,26.956727,75.82039,215051,89,No,46
2591,2025-06-12,Jaipur,Rajasthan,26.862864,75.796607,489161,86,Yes,55
2592,2025-10-28,Chennai,Tamil Nadu,13.062893,80.341606,403028,250,No,70
2593,2025-09-06,Chennai,Tamil Nadu,13.132919,80.30807,198163,184,Yes,80
2594,2025-09-22,Hyderabad,Telangana,17.442145,78.526611,51676,494,Yes,71
2595,2025-11-09,Jaipur,Rajasthan,26.865768,75.735798,269235,319,No,80
2596,2025-05-01,Lucknow,Uttar Pradesh,26.868734,80.943677,394426,234,No,93
2597,2025-05-30,Mumbai,Maharashtra,19.102876,72.876136,380315,451,No,74
2598,2025-06-01,Ahmedabad,Gujarat,22.957945,72.509379,445817,344,No,68
2599,2025-05-07,Delhi,Delhi,28.639887,77.147531,293655,376,Yes,62
2600,2025-12-27,Kolkata,West Bengal,22.513089,88.425047,490465,550,No,83
2601,2025-01-15,Mumbai,Maharashtra,19.042549,72.878898,496162,468,Yes,75
2602,2025-05-14,Delhi,Delhi,28.641898,77.194797,474165,502,No,65
2603,2025-01-28,Pune,Maharashtra,18.483331,73.89321,228174,96,No,68
2604,2025-04-24,Kolkata,West Bengal,22.584201,88.310546,158108,162,No,48
2605,2025-10-04,Lucknow,Uttar Pradesh,26.769887,80.981757,470695,438,Yes,89
2606,2025-06-30,Delhi,Delhi,28.656595,77.217463,393372,100,Yes,63
2607,2025-04-12,Jaipur,Rajasthan,26.990035,75.841404,257369,284,No,91
2608,2025-07-11,Chennai,Tamil Nadu,13.05574,80.225198,434478,304,Yes,42
2609,2025-09-27,Bengaluru,Karnataka,12.908003,77.57827,304227,93,Yes,58
2610,2025-01-13,Pune,Maharashtra,18.477201,73.900286,179661,84,No,87
2611,2025-07-13,Hyderabad,Telangana,17.409844,78.427691,438248,326,Yes,44
2612,2025-09-16,Hyderabad,Telangana,17.420538,78.528682,267778,70,Yes,87
2613,2025-11-06,Jaipur,Rajasthan,26.979436,75.722589,358383,450,Yes,93
2614,2025-06-09,Lucknow,Uttar Pradesh,26.892263,80.934224,439799,73,No,57
2615,2025-04-14,Ahmedabad,Gujarat,22.958449,72.646482,352095,532,No,58
2616,2025-02-17,Kolkata,West Bengal,22.52816,88.348913,196044,544,No,98
2617,2025-09-17,Jaipur,Rajasthan,26.871538,75.710054,310589,453,No,88
2618,2026-01-01,Jaipur,Rajasthan,26.849729,75.74315,63050,456,Yes,68
2619,2025-09-02,Delhi,Delhi,28.624005,77.231851,224291,197,Yes,46
2620,2025-03-28,Jaipur,Rajasthan,26.865629,75.858035,361117,305,Yes,49
2621,2025-11-12,Kolkata,West Bengal,22.626691,88.367645,490218,288,Yes,89
2622,2025-05-10,Ahmedabad,Gujarat,23.008397,72.609882,487425,204,Yes,60
2623,2025-11-03,Lucknow,Uttar Pradesh,26.831745,80.867091,411967,264,No,74
2624,2025-06-10,Ahmedabad,Gujarat,23.096016,72.529118,291891,544,Yes,98
2625,2025-08-06,Hyderabad,Telangana,17.416881,78.46681,446826,63,Yes,73
2626,2025-03-27,Hyderabad,Telangana,17.336579,78.54586,109592,89,No,71
2627,2025-11-17,Chennai,Tamil Nadu,13.131205,80.268651,442688,478,No,40
2628,2025-03-02,Pune,Maharashtra,18.510077,73.823776,404776,327,No,79
2629,2025-10-16,Delhi,Delhi,28.637935,77.151643,324334,259,No,73
2630,2025-05-09,Lucknow,Uttar Pradesh,26.842238,80.899899,223107,188,Yes,73
2631,2025-01-06,Ahmedabad,Gujarat,22.99333,72.520076,296674,118,Yes,59
2632,2025-04-13,Mumbai,Maharashtra,19.107047,72.883737,223557,146,Yes,79
2633,2025-11-01,Ahmedabad,Gujarat,22.967532,72.547472,343158,281,No,80
2634,2025-04-09,Bengaluru,Karnataka,12.935533,77.645921,273433,363,No,79
2635,2025-05-11,Kolkata,West Bengal,22.582378,88.386556,156214,129,Yes,46
2636,2025-05-24,Mumbai,Maharashtra,19.024532,72.887886,116429,584,No,61
2637,2025-10-31,Lucknow,Uttar Pradesh,26.863464,81.020865,436539,534,Yes,50
2638,2025-04-29,Bengaluru,Karnataka,13.049854,77.529214,471188,200,Yes,50
2639,2025-01-01,Ahmedabad,Gujarat,22.994234,72.634753,77362,190,No,67
2640,2025-06-17,Ahmedabad,Gujarat,22.990909,72.613001,176234,452,No,89
2641,2025-12-28,Kolkata,West Bengal,22.568516,88.333782,323670,374,Yes,96
2642,2025-04-20,Lucknow,Uttar Pradesh,26.919558,81.017478,487049,334,Yes,93
2643,2025-10-14,Kolkata,West Bengal,22.563263,88.395116,181354,173,No,81
2644,2025-04-02,Delhi,Delhi,28.537947,77.18751,294357,404,No,53
2645,2025-10-14,Lucknow,Uttar Pradesh,26.906907,81.013497,150130,441,No,51
2646,2025-04-11,Bengaluru,Karnataka,12.962333,77.59876,52943,367,No,46
2647,2025-05-10,Delhi,Delhi,28.614347,77.131079,193145,84,No,81
2648,2025-07-23,Ahmedabad,Gujarat,22.949527,72.60268,182664,330,Yes,76
2649,2025-08-30,Bengaluru,Karnataka,13.051157,77.615758,307058,227,No,87
2650,2025-02-23,Jaipur,Rajasthan,26.838511,75.711914,423980,206,Yes,95
2651,2025-02-12,Chennai,Tamil Nadu,13.069832,80.326029,79385,504,Yes,60
2652,2025-10-06,Hyderabad,Telangana,17.349397,78.543112,393463,67,No,93
2653,2025-12-30,Delhi,Delhi,28.560974,77.286803,428606,425,Yes,100
2654,2025-08-02,Kolkata,West Bengal,22.626635,88.391043,84055,247,Yes,86
2655,2025-02-12,Pune,Maharashtra,18.468014,73.783821,369044,253,No,51
2656,2025-06-09,Bengaluru,Karnataka,12.935402,77.57071,229019,527,Yes,76
2657,2025-02-15,Ahmedabad,Gujarat,22.961102,72.50589,432494,138,Yes,60
2658,2025-11-17,Lucknow,Uttar Pradesh,26.921222,80.988876,463525,60,Yes,80
2659,2025-08-24,Delhi,Delhi,28.546904,77.244884,179358,365,Yes,87
2660,2025-06-08,Chennai,Tamil Nadu,13.011234,80.303646,143325,335,Yes,76
2661,2025-07-31,Delhi,Delhi,28.570054,77.159119,154451,231,No,56
2662,2025-05-16,Ahmedabad,Gujarat,22.957286,72.548224,240638,407,No,93
2663,2025-01-19,Chennai,Tamil Nadu,13.154646,80.284336,131633,600,Yes,84
2664,2025-06-27,Kolkata,West Bengal,22.595961,88.393023,201356,262,No,84
2665,2025-10-10,Jaipur,Rajasthan,26.965177,75.834387,97583,575,Yes,56
2666,2025-08-28,Mumbai,Maharashtra,19.037735,72.945207,321072,240,No,48
2667,2025-10-28,Ahmedabad,Gujarat,22.994179,72.581603,395141,84,No,84
2668,2025-11-19,Hyderabad,Telangana,17.362421,78.550864,133230,481,No,61
2669,2025-11-28,Delhi,Delhi,28.678377,77.158938,237697,363,Yes,69
2670,2025-04-06,Jaipur,Rajasthan,26.952727,75.777541,373282,517,No,86
2671,2025-08-31,Kolkata,West Bengal,22.626055,88.324312,245672,395,No,83
2672,2025-06-03,Kolkata,West Bengal,22.499021,88.432538,172842,569,Yes,66
2673,2025-05-18,Kolkata,West Bengal,22.645237,88.34802,64971,217,Yes,99
2674,2025-11-02,Pune,Maharashtra,18.594838,73.927555,154051,192,Yes,82
2675,2025-01-28,Delhi,Delhi,28.689152,77.178484,451511,194,No,69
2676,2025-03-26,Kolkata,West Bengal,22.566294,88.389277,155070,226,No,59
2677,2025-04-05,Hyderabad,Telangana,17.342789,78.439232,97273,300,Yes,83
2678,2025-07-11,Jaipur,Rajasthan,26.833191,75.732793,102383,532,No,84
2679,2025-08-30,Mumbai,Maharashtra,19.10295,72.930716,420264,298,Yes,64
2680,2025-06-12,Chennai,Tamil Nadu,13.124787,80.212064,455411,384,No,92
2681,2025-11-02,Kolkata,West Bengal,22.555616,88.295365,306014,77,Yes,96
2682,2025-04-02,Lucknow,Uttar Pradesh,26.889555,80.925261,228179,563,Yes,79
2683,2025-07-23,Lucknow,Uttar Pradesh,26.913034,80.969492,122393,561,Yes,42
2684,2025-06-04,Mumbai,Maharashtra,19.065664,72.852034,392907,234,No,49
2685,2025-06-09,Pune,Maharashtra,18.50229,73.908104,68259,317,No,51
2686,2025-07-23,Chennai,Tamil Nadu,13.111874,80.324177,293753,134,No,83
2687,2025-12-02,Hyderabad,Telangana,17.442995,78.535268,56409,214,No,48
2688,2025-09-17,Lucknow,Uttar Pradesh,26.828138,80.938951,304877,461,No,89
2689,2025-06-05,Bengaluru,Karnataka,12.959597,77.63333,110795,511,No,89
2690,2025-12-31,Ahmedabad,Gujarat,22.99611,72.577004,241292,164,Yes,67
2691,2025-07-16,Jaipur,Rajasthan,26.97165,75.720101,53647,395,No,52
2692,2025-11-11,Jaipur,Rajasthan,26.948821,75.780098,75450,525,No,42
2693,2025-09-08,Hyderabad,Telangana,17.37864,78.414712,364220,428,No,67
2694,2025-12-12,Delhi,Delhi,28.581283,77.260067,334556,323,Yes,58
2695,2025-08-02,Delhi,Delhi,28.536703,77.180941,383438,86,Yes,62
2696,2025-09-30,Bengaluru,Karnataka,13.009789,77.55438,94064,597,Yes,48
2697,2025-11-21,Chennai,Tamil Nadu,13.081652,80.333535,231081,519,Yes,98
2698,2025-10-19,Jaipur,Rajasthan,26.905747,75.719546,245452,89,Yes,78
2699,2025-07-15,Hyderabad,Telangana,17.387021,78.522764,227090,359,No,65
2700,2025-04-05,Bengaluru,Karnataka,13.043657,77.555697,392305,131,No,47
2701,2025-10-20,Mumbai,Maharashtra,19.037756,72.846212,319504,299,Yes,63
2702,2025-08-31,Lucknow,Uttar Pradesh,26.801133,81.015877,194067,240,No,72
2703,2025-11-06,Bengaluru,Karnataka,12.955387,77.543602,199376,329,Yes,66
2704,2025-01-10,Mumbai,Maharashtra,19.121128,72.902854,194057,323,No,78
2705,2025-02-19,Delhi,Delhi,28.569312,77.131892,220188,276,Yes,79
2706,2025-12-31,Pune,Maharashtra,18.537891,73.850403,270601,386,No,70
2707,2025-01-07,Jaipur,Rajasthan,26.887272,75.758443,481294,505,Yes,69
2708,2025-04-18,Ahmedabad,Gujarat,23.027658,72.518602,254504,311,No,42
2709,2025-02-10,Lucknow,Uttar Pradesh,26.867721,80.956012,231036,135,Yes,87
2710,2025-07-09,Jaipur,Rajasthan,26.881045,75.827437,286715,528,Yes,49
2711,2025-10-27,Lucknow,Uttar Pradesh,26.793377,80.92246,276246,475,Yes,88
2712,2025-10-12,Pune,Maharashtra,18.559448,73.935049,246757,600,Yes,64
2713,2025-03-05,Lucknow,Uttar Pradesh,26.782217,80.901129,108003,346,Yes,95
2714,2025-07-25,Chennai,Tamil Nadu,13.090711,80.247024,164165,478,No,60
2715,2025-11-19,Delhi,Delhi,28.550802,77.270561,381938,375,No,54
2716,2025-09-11,Kolkata,West Bengal,22.613693,88.329705,285644,210,Yes,65
2717,2025-01-02,Pune,Maharashtra,18.525627,73.830149,293280,226,Yes,64
2718,2025-12-01,Lucknow,Uttar Pradesh,26.833596,80.933123,149024,79,Yes,48
2719,2025-11-14,Lucknow,Uttar Pradesh,26.847238,80.879081,349150,468,Yes,60
2720,2025-05-08,Lucknow,Uttar Pradesh,26.793333,80.966279,408803,143,No,41
2721,2025-12-01,Lucknow,Uttar Pradesh,26.828994,80.948014,151204,215,No,63
2722,2025-03-31,Mumbai,Maharashtra,19.071547,72.911747,154745,380,Yes,58
2723,2025-01-16,Hyderabad,Telangana,17.338121,78.480489,178475,504,Yes,90
2724,2025-08-25,Chennai,Tamil Nadu,13.082734,80.208485,366673,389,Yes,55
2725,2025-02-05,Ahmedabad,Gujarat,22.943601,72.496572,404876,466,No,95
2726,2025-02-06,Kolkata,West Bengal,22.617887,88.437112,425377,600,Yes,85
2727,2025-11-28,Lucknow,Uttar Pradesh,26.924973,80.980562,279911,542,Yes,58
2728,2025-01-21,Kolkata,West Bengal,22.55074,88.39856,318204,500,No,90
2729,2025-02-23,Hyderabad,Telangana,17.328357,78.4487,482657,164,Yes,63
2730,2025-12-03,Kolkata,West Bengal,22.546974,88.429976,467098,544,Yes,56
2731,2025-06-18,Hyderabad,Telangana,17.407726,78.418551,421763,553,Yes,88
2732,2025-06-25,Pune,Maharashtra,18.487647,73.847848,462810,511,No,76
2733,2025-11-01,Pune,Maharashtra,18.446119,73.799103,323562,345,Yes,54
2734,2025-10-16,Delhi,Delhi,28.591936,77.175595,425304,212,No,70
2735,2025-12-11,Ahmedabad,Gujarat,22.989681,72.610397,414423,181,Yes,78
2736,2025-07-16,Pune,Maharashtra,18.481569,73.813167,496126,266,No,49
2737,2025-01-07,Lucknow,Uttar Pradesh,26.808207,80.981582,440834,579,No,70
2738,2025-03-29,Lucknow,Uttar Pradesh,26.922285,80.969216,357828,563,No,73
2739,2025-07-13,Delhi,Delhi,28.672365,77.206639,138668,587,No,51
2740,2025-07-14,Ahmedabad,Gujarat,22.944777,72.642912,229498,280,No,53
2741,2025-03-18,Mumbai,Maharashtra,19.04053,72.922182,463807,172,Yes,62
